Name	Activity	IC50	pIC50	logS	apol	ast_fraglike	ast_fraglike_ext	ast_violation	ast_violation_ext	a_acc	a_acid	a_aro	a_base	a_count	a_don	a_donacc	a_heavy	a_hyd	a_IC	a_ICM	a_nB	a_nBr	a_nC	a_nCl	a_nF	a_nH	a_nI	a_nN	a_nO	a_nP	a_nS	balabanJ	BCUT_PEOE_0	BCUT_PEOE_1	BCUT_PEOE_2	BCUT_PEOE_3	BCUT_SLOGP_0	BCUT_SLOGP_1	BCUT_SLOGP_2	BCUT_SLOGP_3	BCUT_SMR_0	BCUT_SMR_1	BCUT_SMR_2	BCUT_SMR_3	bpol	b_1rotN	b_1rotR	b_ar	b_count	b_double	b_heavy	b_max1len	b_rotN	b_rotR	b_single	b_triple	chi0	chi0v	chi0v_C	chi0_C	chi1	chi1v	chi1v_C	chi1_C	chiral	chiral_u	density	diameter	FCharge	GCUT_PEOE_0	GCUT_PEOE_1	GCUT_PEOE_2	GCUT_PEOE_3	GCUT_SLOGP_0	GCUT_SLOGP_1	GCUT_SLOGP_2	GCUT_SLOGP_3	GCUT_SMR_0	GCUT_SMR_1	GCUT_SMR_2	GCUT_SMR_3	Kier1	Kier2	Kier3	KierA1	KierA2	KierA3	KierFlex	lip_acc	lip_don	lip_druglike	lip_violation	logP(o/w)	mr	mutagenic	nmol	opr_brigid	opr_leadlike	opr_nring	opr_nrot	opr_violation	PC+	PC-	PEOE_PC+	PEOE_PC-	PEOE_RPC+	PEOE_RPC-	PEOE_VSA+0	PEOE_VSA+1	PEOE_VSA+2	PEOE_VSA+3	PEOE_VSA+4	PEOE_VSA+5	PEOE_VSA+6	PEOE_VSA-0	PEOE_VSA-1	PEOE_VSA-2	PEOE_VSA-3	PEOE_VSA-4	PEOE_VSA-5	PEOE_VSA-6	PEOE_VSA_FHYD	PEOE_VSA_FNEG	PEOE_VSA_FPNEG	PEOE_VSA_FPOL	PEOE_VSA_FPOS	PEOE_VSA_FPPOS	PEOE_VSA_HYD	PEOE_VSA_NEG	PEOE_VSA_PNEG	PEOE_VSA_POL	PEOE_VSA_POS	PEOE_VSA_PPOS	petitjean	petitjeanSC	Q_PC+	Q_PC-	Q_RPC+	Q_RPC-	Q_VSA_FHYD	Q_VSA_FNEG	Q_VSA_FPNEG	Q_VSA_FPOL	Q_VSA_FPOS	Q_VSA_FPPOS	Q_VSA_HYD	Q_VSA_NEG	Q_VSA_PNEG	Q_VSA_POL	Q_VSA_POS	Q_VSA_PPOS	radius	reactive	rings	RPC+	RPC-	rsynth	SlogP	SlogP_VSA0	SlogP_VSA1	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	SMR	SMR_VSA0	SMR_VSA1	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	TPSA	VAdjEq	VAdjMa	VDistEq	VDistMa	vdw_area	vdw_vol	vsa_acc	vsa_acid	vsa_base	vsa_don	vsa_hyd	vsa_other	vsa_pol	Weight	weinerPath	weinerPol	zagreb
0	0	21	4.6777806	-6.0665202	64.819862	0	0	3	4	4	0	12	0	57	2	6	37	31	113.92867	1.9987487	0	0	22	0	8	20	0	2	4	0	1	1.8639946	-2.5124376	-0.5559907	0.51023859	2.8070114	-2.7694411	-0.51094377	0.60257268	2.6450937	-2.3670959	-0.38164505	0.76809943	2.9417994	39.878139	8	0.20512821	12	59	1	39	4	10	0.25641027	46	0	27.758783	19.795835	12.928204	14.353006	17.040733	11.349517	6.0801272	7.6344471	2	2	0.95667428	13	0	-0.9010815	-0.36803487	-0.011939852	2.8188736	-1.4380494	-0.29025367	0.26019999	2.8987103	-0.52834564	-0.18649516	0.17463376	3.0728528	31.526627	12.25	7.2049861	26.996712	10.442645	6.1220455	7.619381	6	2	0	2	5.28018	11.852924	0	1	17	0	3	8	2	7.3189998	-7.3210001	3.7640252	-3.7640252	0.11402129	0.14617307	58.552113	39.028015	43.454231	33.491833	10.324173	0	36.620544	83.168159	12.254904	19.760618	95.269089	0	2.6406472	27.23682	0.8336466	0.5204193	0.06469769	0.16635339	0.4795807	0.1016557	384.97894	240.33023	29.877468	76.822182	221.4709	46.944717	0.46153846	0.85714287	7.3189998	-7.3210001	0.1393633	0.11869963	0.54418075	0.5738858	0.31378695	0.45581925	0.4261142	0.14203231	251.30328	265.02112	144.90717	210.49785	196.78003	65.590683	7	0	3	0.1393633	0.11869963	0.7027027	5.2000999	69.442337	15.519032	27.155312	26.836138	6.37115	1.5507339	4.4107962	139.85899	0	229.03934	11.57415	4.0465865	167.0659	60.365921	49.97485	0	139.85899	0	98.871574	76.18	0.31532151	6.2854023	3.5961998	10.172758	461.80115	585.84412	21.973036	0	0	5.6825762	398.82312	0	41.222534	560.46198	4121	65	198
cibenzoline	0	23	4.6382723	-3.4358101	46.549068	1	1	0	0	0	0	12	2	39	0	0	20	17	48.361412	1.2400362	0	0	18	0	0	19	0	2	0	0	0	1.534917	-2.3566818	-0.64924574	0.69743067	2.8645189	-3.0454752	-0.53807992	0.76275891	2.8439407	-2.1618617	-0.49986199	0.845173	3.097357	22.090933	3	0.13043478	12	42	1	23	2	3	0.13043478	29	0	13.416003	11.472174	10.472174	12.001789	9.9106503	7.3676257	6.1605191	8.0941534	1	1	0.67141855	8	1	-0.77251691	-0.38981435	0.07934247	2.7345712	-2.2005224	-0.29161748	0.16445385	2.7420878	-0.56755704	-0.21605732	0.1917288	2.9834306	13.648394	5.6528926	2.2032001	9.7826405	3.9743288	1.527185	1.9439715	2	2	1	0	3.9749999	8.1822758	0	1	20	1	4	3	0	4.4429998	-3.4419999	2.2434125	-1.2434124	0.13540745	0.22020404	12.796158	59.715405	26.384649	0	0	11.190562	17.238026	13.118393	122.54904	0	0	0	0.27378201	0	0.89097577	0.51636446	0.0010399444	0.10902422	0.48363554	0.10798427	234.56364	135.94121	0.27378201	28.702372	127.3248	28.428589	0.5	1	4.4429998	-3.4419999	0.15732613	0.23067984	0.79075527	0.51636446	0.0010399444	0.20924471	0.48363554	0.20820476	208.179	135.94121	0.27378201	55.087021	127.3248	54.81324	4	0	4	0.15732613	0.23067984	1	1.0749	34.79628	2.3279202	0	36.879158	10.781946	0	0	176.43184	18.868406	0	8.0610399	16.78553	0	22.421547	6.37115	0	195.30025	39.207077	0	26	0.51481563	5.523562	2.8820143	8.3840752	263.26602	392.25012	0	0	11.365152	11.365152	221.11807	11.190562	11.365152	263.36398	751	30	112
0	0	58.400002	4.2335873	-4.8821702	68.572205	0	0	3	4	4	0	12	0	60	2	6	32	26	103.76557	1.7294263	0	0	23	0	2	28	0	2	4	0	1	1.7898668	-2.6204617	-0.55639029	0.47991037	2.653589	-2.7234657	-0.50915962	0.56548733	2.6658986	-2.3738959	-0.36978602	0.74678397	2.9384921	41.405796	7	0.20588236	12	62	1	34	4	8	0.23529412	49	0	23.681435	19.450699	14.850853	16.275656	14.831337	11.029346	6.9254265	8.4797468	2	1	0.78886265	12	0	-0.90108293	-0.37293842	-0.048656456	2.8307514	-1.43805	-0.28216565	0.11997094	2.9349246	-0.52838331	-0.18256621	0.15779799	3.1046276	26.602076	10.726644	7.4978456	23.012411	9.2338181	6.4320917	6.6403875	6	2	1	0	4.8436599	12.140816	0	1	17	0	3	8	2	5.2789998	-5.2810001	2.8730631	-2.8730631	0.12225464	0.19150263	96.940582	34.979725	38.332211	33.491833	10.324173	0	18.529541	139.41119	12.254904	19.760618	23.817272	0	2.6406472	27.23682	0.87168741	0.49183276	0.065274619	0.1283126	0.50816727	0.063037977	398.98834	225.12144	29.877468	58.731182	232.59807	28.853712	0.5	1	5.2789998	-5.2810001	0.18185262	0.16455217	0.7464602	0.4228994	0.16048115	0.25353977	0.57710063	0.093058623	341.6694	193.56931	73.45536	116.0501	264.15021	42.594749	6	0	3	0.18185262	0.16455217	1	4.5054002	69.442337	0	20.686663	26.836138	6.37115	1.5507339	4.4107962	139.85899	0	239.2567	11.95965	4.0465865	77.305229	44.846889	43.506199	0	139.85899	0	198.84961	76.18	0.35236704	6.0874629	3.4664311	9.753396	457.71951	591.4198	21.973036	0	0	5.6825762	389.04712	0	41.222534	466.54898	2826	48	170
DILTIAZEM	1	17.299999	4.7619538	-4.7585301	65.03141	0	0	1	2	3	0	12	1	56	0	3	29	21	88.72242	1.5843289	0	0	22	0	0	27	0	2	4	0	1	1.8434407	-2.6702917	-0.54203278	0.58393151	2.658277	-3.4779596	-0.4870232	0.57302797	2.6557014	-2.4636242	-0.39276388	0.71644503	2.9098129	40.844589	6	0.19354838	12	58	2	31	5	7	0.22580644	44	0	20.965891	17.992668	14.187716	15.68987	13.901086	10.456322	5.559401	7.3601732	2	0	0.74203426	13	1	-0.88568097	-0.38851294	0.048467103	2.8507068	-2.2595935	-0.30784759	0.13186084	2.8890569	-0.63051063	-0.19254017	0.1553226	3.118345	23.658689	11.039481	6.0357141	19.363047	8.966712	4.875071	5.9869957	6	1	1	0	3.2639999	11.638152	0	1	18	1	3	7	0	6.0440001	-5.0450001	3.3472037	-2.3472037	0.10397084	0.14822412	64.991478	182.48961	0	4.9049287	0	27.65803	8.6190128	51.228157	49.019615	19.760618	0	0	27.133842	5.0075121	0.84479034	0.34515727	0.07291384	0.15520965	0.65484273	0.082295805	372.39441	152.14975	32.141354	68.418396	288.66306	36.277042	0.46153846	0.85714287	6.0440001	-5.0450001	0.10903376	0.1900892	0.56540591	0.34515727	0.11774153	0.43459409	0.65484273	0.31685257	249.23816	152.14975	51.901974	191.57465	288.66306	139.67267	7	0	3	0.10903376	0.1900892	1	2.0469	17.248516	13.004248	65.19297	36.879158	3.185575	102.72897	0	141.14548	2.7759552	73.545731	11.37307	61.848633	10.999887	4.6750479	17.673607	2.7567475	141.14548	49.883404	166.7238	60.279999	0.3796615	5.9541965	3.3409369	9.4697104	440.81281	559.99298	29.637598	0	0	0	353.88773	30.161787	29.637598	415.534	2077	50	148
erythromycin	0	72	4.1426673	-3.5369899	121.98792	0	0	3	5	12	0	0	1	119	5	17	51	33	165.68034	1.3922719	0	0	37	0	0	68	0	1	13	0	0	2.173291	-2.8187511	-0.40632099	0.3751218	2.85186	-3.4933541	-0.4192158	0.38586488	2.7720494	-2.6117134	-0.2848613	0.53890008	3.0565007	89.070076	7	0.13207547	0	121	2	53	5	7	0.13207547	119	0	38.963371	32.990734	26.988682	27.143381	23.425518	18.630167	12.773616	12.907591	18	18	0.7299726	14	1	-0.88226867	-0.3229894	-0.044386625	3.5573237	-2.2597914	-0.34369951	-0.019852167	3.512409	-0.63107216	-0.20053251	0.090962358	3.74933	45.38982	17.853956	10.062015	43.78574	17.21036	9.6942911	14.77585	14	6	0	3	2.7609999	18.790607	0	1	26	0	2	24	4	9.7290001	-8.7290001	6.3777337	-5.3777337	0.054604746	0.07218311	221.54649	161.21468	16.509409	27.214746	51.620865	14.708499	8.6190128	111.14101	93.738388	0	0	0	27.133842	53.860237	0.80192935	0.36310285	0.10287482	0.19807066	0.63689715	0.095195852	631.36475	285.87347	80.99408	155.94246	501.43369	74.948372	0.42857143	0.75	9.7290001	-8.7290001	0.067735635	0.10986368	0.61822879	0.10287482	0.10287482	0.38177121	0.89712518	0.27889639	486.73596	80.99408	80.99408	300.57123	706.31311	219.57713	8	1	3	0.067735635	0.10986368	1	0.36849999	130.05045	13.433075	186.50793	0	17.643185	101.17825	0	0	75.473625	333.26016	18.53817	116.84808	126.92613	17.643185	72.784164	0	75.473625	13.433075	434.43839	195.11	0.24573661	6.7279205	3.6785717	11.136739	787.30719	1006.8117	39.652622	0	0	0	543.97766	55.087772	107.48723	734.94501	8842	101	270
benzoylecgonine	0	3981	2.4000077	-2.5558701	45.137066	1	0	0	1	1	2	6	1	40	0	1	21	14	60.1665	1.5041625	0	0	16	0	0	19	0	1	4	0	0	1.6555109	-2.7780824	-0.54923326	0.64008647	2.9340606	-3.4917932	-0.53807992	0.66091257	2.7823496	-2.5770962	-0.43907511	0.70754832	3.1306181	26.880934	3	0.13043478	6	42	2	23	3	4	0.17391305	34	0	14.982763	11.950466	9.8174725	10.698306	10.075387	7.3785677	5.2490187	6.2828231	4	4	0.7528671	10	0	-0.88459903	-0.38754722	0.080142744	2.8955064	-2.2588058	-0.36609834	0.13711326	2.7908292	-0.63355255	-0.21605732	0.15693925	3.0859485	15.879017	6.6299357	3.2	12.858867	5.3083997	2.5399003	3.2504761	5	1	1	0	2.28	7.7897367	0	1	15	1	3	6	0	4.6149998	-4.6149998	2.2801764	-2.2801764	0.15290266	0.24087316	58.170181	92.91732	3.1459606	0	0	14.708499	8.6190128	24.509808	36.764713	0	0	0	13.566921	29.637598	0.76410431	0.37044048	0.15318577	0.23589571	0.62955952	0.082709938	215.50798	104.47904	43.204517	66.532028	177.56097	23.327513	0.5	1	4.6149998	-4.6149998	0.19631636	0.20780066	0.58985937	0.37044048	0.15318577	0.41014063	0.62955952	0.25695485	166.36395	104.47904	43.204517	115.67607	177.56097	72.47155	5	0	3	0.19631636	0.20780066	1	-0.97250003	45.807655	9.2094727	49.294689	0	31.458588	32.897186	0	88.215919	56.605217	0	7.2456198	104.53197	0	4.4107962	17.618162	0	144.82114	9.2094727	32.897186	70.870003	0.48250595	5.523562	3.0981767	8.5013666	282.04001	384.30554	40.700764	27.133842	0	0	186.64212	31.920755	40.700764	289.33099	902	34	112
clofilium, LY97241	1	0.012	7.9208188	-5.8829799	64.911339	0	0	2	3	0	0	6	1	60	0	0	23	22	69.424995	1.1570833	0	0	21	1	0	37	0	1	0	0	0	2.1810839	-2.8339596	-0.21481805	0.24382143	2.7789586	-2.9196577	-0.10054936	0.35369706	2.7890091	-2.6103308	-0.026924927	0.41314316	2.9951525	43.508659	13	0.56521738	6	60	0	23	13	13	0.56521738	54	0	16.968409	16.37579	14.794683	15.468409	11.154125	10.128098	8.2962408	9.1625614	0	0	0.63401568	16	1	-0.89162689	-0.28612176	-0.039706007	2.9587719	-1.0087333	-0.14837891	0.030151285	2.991955	-0.60975444	-0.088067688	0.051660996	3.1500816	21.043478	12.375	8.59375	20.140121	11.819221	8.1949301	10.349588	1	0	1	1	6.6030002	10.496799	0	1	6	0	1	13	2	2.9330001	-1.933	2.0386679	-1.0386679	0.044958614	0.31337178	111.1544	103.95393	0	0	0	0	0	107.72027	98.943375	0	0	0	0	0	1	0.48998904	0	0	0.51001096	0	421.77197	206.66364	0	0	215.10832	0	0.5	1	2.9330001	-1.933	0.17149676	0.52353853	0.87488663	0.19159666	0	0.12511334	0.80840331	0.12511334	369.00266	80.810104	0	52.769299	340.96185	52.769299	8	0	1	0.17149676	0.52353853	0.30434781	6.4896698	0	0	0	73.758316	3.185575	18.868406	3.5006065	70.572739	132.07884	139.12669	10.42254	0	0	0	6.6861815	0	221.51997	73.758316	139.12669	0	0.42622864	5.523562	3.6999545	8.7154875	421.77197	534.66656	0	0	0	0	395.43555	0	0	338.987	1502	29	102
CLARITHROMYCIN	1	45.700001	4.3400836	-3.88217	125.08151	0	0	3	5	12	0	0	1	122	4	16	52	34	168.97318	1.3850261	0	0	38	0	0	70	0	1	13	0	0	2.2121906	-2.8215525	-0.40514892	0.37471741	2.8536017	-3.4933536	-0.40833655	0.38582721	2.7778523	-2.6129658	-0.28430757	0.53632933	3.0594475	93.172493	8	0.14814815	0	124	2	54	5	8	0.14814815	122	0	39.670479	33.951771	27.988682	28.143381	23.986179	19.018932	12.773616	12.907591	18	0	0.72477883	14	1	-0.88226914	-0.32288766	-0.07211265	3.5872583	-2.2597921	-0.3308191	-0.037	3.5471165	-0.63107216	-0.19762775	0.081588425	3.780185	46.382717	18.507767	10.123967	44.775112	17.853701	9.7614403	15.373104	14	5	0	2	3.1247399	19.298292	0	1	26	0	2	25	3	9.6090002	-8.6090002	6.3652306	-5.3652306	0.054712005	0.072351322	246.54416	174.01083	16.509409	27.214746	41.296692	14.708499	8.6190128	111.14101	93.738388	0	0	0	27.133842	48.596455	0.82661861	0.34664011	0.093550436	0.17338139	0.65335989	0.079830959	669.15857	280.60971	75.730293	140.35449	528.90332	64.624207	0.42857143	0.75	9.6090002	-8.6090002	0.068581536	0.11139505	0.61707729	0.093550436	0.093550436	0.38292271	0.90644956	0.28937227	499.5321	75.730293	75.730293	309.98093	733.78271	234.25063	8	1	3	0.068581536	0.11139505	0.46153846	1.0226001	104.66522	13.433075	197.50781	0	17.643185	136.56212	0	0	75.473625	333.26016	19.017191	127.84796	101.54091	17.643185	72.784164	0	75.473625	13.433075	469.82227	184.11	0.24202083	6.7548876	3.6708479	11.196647	809.51306	1033.3801	42.15638	0	0	0	579.63611	55.087772	96.424065	748.97198	9201	104	274
1	1	1.1799999	5.9281182	-4.25913	71.825829	0	0	3	4	4	0	18	1	62	3	7	37	31	106.6818	1.7206743	0	0	27	0	4	25	0	2	4	0	0	1.4546053	-2.6263723	-0.62233287	0.68433958	2.6108992	-2.6697428	-0.53918445	0.76929802	2.6582162	-2.3601992	-0.48809034	0.84324026	2.8733242	37.294174	9	0.22499999	18	65	2	40	4	9	0.22499999	45	0	26.578775	19.63965	15.469655	17.880104	17.645905	11.311331	8.0414515	10.901415	3	3	0.80868345	16	1	-0.81693345	-0.39279622	0.080007352	2.8591259	-1.4600402	-0.29495046	0.16911386	2.9503415	-0.57577109	-0.21605732	0.18666121	3.1207573	29.969999	13.573407	7.8093452	22.860558	10.270696	5.8750057	6.3457794	6	3	0	2	5.0345802	13.137071	0	1	24	0	4	9	2	7.395	-6.3979998	3.7811761	-2.7811761	0.092893153	0.13747598	41.57135	62.861366	42.597595	0	43.816002	10.324173	37.059082	68.837563	98.03923	11.166143	47.634544	0	5.1444035	7.7675405	0.78165466	0.50037736	0.02707934	0.21834533	0.49962264	0.19126599	372.70779	238.58942	12.911943	104.1112	238.22957	91.199257	0.5	1	7.395	-6.3979998	0.12981744	0.1358237	0.60796076	0.51246184	0.17609939	0.39203927	0.48753813	0.21593986	289.88724	244.35155	83.967537	186.93176	232.46744	102.96423	8	0	4	0.12981744	0.1358237	0.62162161	5.1771998	69.90918	0	66.265144	0	9.5567245	3.185575	4.4107962	263.3613	0	103.65333	12.64893	4.5134254	107.22546	43.614853	68.300995	0	263.3613	0	33.326015	74.830002	0.32120815	6.321928	3.7742405	10.152541	476.819	639.92773	5.0075121	0	0	5.6825762	406.46899	0	41.222534	517.49896	4404	61	194
FLUSPIRILENE	1	0.003	8.5228786	-6.54386	77.593376	0	0	2	3	1	0	18	1	67	1	2	35	29	98.791641	1.4745021	0	0	29	0	2	32	0	3	1	0	0	1.1228033	-2.8189287	-0.64191395	0.70387506	2.8578453	-3.5029755	-0.53807992	0.80549389	2.7079561	-2.612262	-0.49986199	0.85431087	3.0780401	42.306625	7	0.17948718	18	71	1	39	6	7	0.17948718	52	0	24.252502	19.851149	17.239758	19.390694	17.048481	12.505867	9.4961233	12.15318	0	0	0.71863735	17	1	-0.8838622	-0.39430395	0.083038203	3.0748408	-2.2597475	-0.26386139	0.16445385	3.0417969	-0.62986434	-0.21605732	0.19305076	3.2925689	26.60092	12.24	6.1895113	20.358692	9.2893124	4.6688719	5.403379	4	2	1	0	6.013	13.629041	0	1	29	0	5	9	2	6.7140002	-5.7150002	3.3153143	-2.3153143	0.10509068	0.1474531	62.49065	146.83342	18.041691	8.6190128	12.949531	0	8.6190128	95.349129	85.784325	0	0	23.817272	13.566921	0.13689101	0.8759163	0.45915776	0.078791402	0.12408369	0.54084224	0.045292288	417.11823	218.65454	37.521084	59.089626	257.55331	21.568544	0.47058824	0.8888889	6.7140002	-5.7150002	0.099642538	0.16780402	0.78758925	0.42261359	0.028776955	0.21241078	0.57738638	0.18363382	375.05618	201.25191	13.703812	101.15168	274.95593	87.447868	9	0	5	0.099642538	0.16780402	0.65714288	3.8882999	24.259378	5.2587838	42.104252	73.329483	6.37115	0	4.4107962	229.36139	75.473625	32.676975	13.33364	26.98653	29.920227	39.377102	10.781946	2.7567475	304.83502	78.588272	0	36.779999	0.34185782	6.2854023	3.895674	9.9535275	476.20786	663.18707	13.566921	0	0	5.6825762	384.82706	37.740047	19.249496	476.591	4166	58	188
ZIPRASIDONE	1	0.12	6.9208188	-5.14364	61.911446	0	0	1	2	2	0	15	1	50	1	3	28	20	83.846649	1.6769329	0	0	21	1	0	22	0	4	1	0	1	1.0667402	-2.7861173	-0.55297786	0.67410606	2.7572784	-3.5169797	-0.52014518	0.66295946	2.5251255	-2.5691741	-0.41595647	0.76311022	2.9727068	32.988552	4	0.125	16	54	1	32	4	4	0.125	37	0	19.087212	17.075163	12.413849	13.811191	13.669836	10.864206	6.2927108	8.0075684	0	0	0.78619593	16	1	-0.88116544	-0.39375746	0.097569369	2.8319194	-2.2600493	-0.36166194	0.17984276	2.7946794	-0.62934548	-0.19325693	0.24185148	3.0706253	19.933594	8.6257086	4.2579994	16.741663	7.1951385	3.5345762	4.3020926	5	2	1	0	3.938	11.451324	0	1	26	1	5	6	1	5.7709999	-4.7719998	2.9458113	-1.9458113	0.11829636	0.17201948	56.252239	125.84757	11.190562	8.6190128	12.949531	23.353428	8.6190128	20.856585	90.856468	0	0	0	21.642128	0.13689101	0.82462037	0.35099617	0.057264466	0.17537965	0.6490038	0.11811519	313.62244	133.49207	21.779018	66.700989	246.83136	44.92197	0.5	1	5.7709999	-4.7719998	0.098596431	0.20096396	0.63762403	0.33999345	0.057264466	0.36237597	0.66000658	0.30511153	242.50334	129.30746	21.779018	137.82007	251.01596	116.04105	8	0	5	0.098596431	0.20096396	1	2.39184	6.2486277	38.245556	23.862217	92.197891	6.37115	37.736813	3.5006065	109.17786	0	75.285271	11.48864	26.98653	14.976022	3.1243138	9.8717566	26.414173	143.59592	97.456673	70.200607	49.669998	0.40790597	6	3.7614665	9.2720861	380.32343	526.52649	21.642128	0	0	5.6825762	279.57697	47.493523	27.324703	413.953	2344	44	156
1	1	0.44	6.3565474	-4.79035	64.298241	0	0	2	3	3	0	17	1	53	0	3	30	21	83.886292	1.5827602	0	0	23	1	0	23	0	5	1	0	0	1.1842792	-2.5712593	-0.6093927	0.65163881	2.7550161	-3.3584557	-0.52395421	0.76586556	2.6062522	-2.3999288	-0.44202572	0.82504654	2.9611182	32.461761	7	0.21212122	17	56	1	33	4	8	0.24242425	37	1	20.924074	17.294733	13.386387	15.355161	14.618525	10.345746	6.438993	8.5488091	1	1	0.74839479	18	1	-0.8507213	-0.38219535	0.092666239	2.7779303	-2.2392697	-0.29753429	0.16019131	2.7520633	-0.6357283	-0.21085197	0.1872009	2.9967308	23.168043	11.227654	6.2925091	17.176058	8.2316666	4.5771236	4.7129197	6	2	1	0	3.1730001	11.923875	0	1	22	1	4	8	0	6.2550001	-5.2550001	3.2289376	-2.2289376	0.10764362	0.14990042	69.859581	131.17123	21.723097	3.1459606	0	12.949531	17.238026	53.436695	78.601562	0	17.742489	5.6825762	13.566921	0	0.88370973	0.39760813	0.045280397	0.11629029	0.60239184	0.071009889	375.6806	169.03024	19.249496	49.437054	256.08743	30.187557	0.5	1	6.2550001	-5.2550001	0.10919265	0.17240722	0.6469357	0.41336742	0.10277516	0.35306427	0.58663255	0.25028911	275.0238	175.7298	43.691536	150.09386	249.38786	106.40232	9	0	4	0.10919265	0.17240722	1	3.1201839	18.01075	27.06772	27.844185	66.100677	12.313473	0	3.5006065	175.14536	18.868406	94.467377	11.40044	23.862217	70.879044	0	36.397793	0	249.3325	23.698362	39.148643	78.529999	0.37824166	6.044394	3.9105806	9.4832029	425.11768	562.43579	36.991985	0	5.6825762	5.6825762	297.90039	58.039555	42.674564	420.92398	2936	42	156
1	1	6	5.221849	-4.27562	63.30986	0	0	2	4	5	0	17	1	51	0	5	31	19	87.237862	1.7105463	0	1	22	0	0	20	0	6	2	0	0	1.2150379	-2.5700674	-0.6191026	0.65214151	2.752218	-3.3584681	-0.53434241	0.78835046	2.5507569	-2.3998573	-0.40493846	0.88876283	2.9488063	32.330139	7	0.20588236	17	54	2	34	4	8	0.23529412	34	1	21.794317	18.195807	12.60193	14.518297	15.046045	10.618461	5.6687732	7.4738946	1	1	0.84631932	18	1	-0.8502447	-0.38929173	0.12529127	2.7453797	-2.2392709	-0.33793059	0.18747705	2.6890438	-0.6356703	-0.2163337	0.24770634	2.9620681	24.134949	11.421457	6.1186266	18.046843	8.4517546	4.4932122	4.9202414	8	2	1	0	1.9960001	12.100396	0	1	22	1	4	7	1	6.5450001	-5.5450001	3.4698577	-2.4698577	0.10016971	0.13527422	87.891548	120.58361	21.723097	3.1459606	0	25.899061	17.238026	82.598099	24.509808	0	17.742489	5.6825762	32.816418	0	0.81439203	0.37139153	0.087531395	0.18560797	0.62860847	0.098076575	358.19461	163.3494	38.498993	81.636086	276.48129	43.137089	0.5	1	6.5450001	-5.5450001	0.10435447	0.16339044	0.61553258	0.38662365	0.14310287	0.38446739	0.61337638	0.24136452	270.73013	170.04895	62.941036	169.10057	269.78174	106.15953	9	0	4	0.10435447	0.16339044	1	1.9980839	18.01075	49.112034	27.844185	66.100677	36.17569	3.0551045	0	156.64452	18.868406	82.833252	11.49109	47.724434	87.664574	3.0551045	32.897186	0	212.39209	28.957146	45.954094	108.49	0.36875206	6.0874629	3.9087212	9.5821581	439.83069	567.57062	56.241482	0	5.6825762	5.6825762	282.54977	70.989082	61.924061	480.34598	3142	46	162
desmethylastemizole	1	0.029999999	7.5228786	-6.0529699	73.282791	0	0	2	3	2	0	21	1	63	2	4	33	27	92.979958	1.4758723	0	0	27	0	1	30	0	4	1	0	0	1.0833071	-2.8163962	-0.63298428	0.70327467	2.7965086	-3.5040979	-0.53807992	0.78305143	2.6415772	-2.6038692	-0.48759827	0.8134141	3.0069139	39.279209	7	0.1891892	22	67	0	37	4	7	0.1891892	45	0	22.622746	18.674906	15.955301	18.053831	16.136164	11.716268	8.4936876	11.048809	0	0	0.7095142	19	1	-0.88364315	-0.39096922	0.08271195	2.92783	-2.2597547	-0.3163116	0.16445385	2.9207382	-0.62974906	-0.21605732	0.18590879	3.1587958	24.68371	11.823145	6.6115704	18.356413	8.7053595	4.83288	4.8423991	5	3	1	0	5.7309999	13.026189	0	1	28	1	5	9	1	6.3379998	-5.3390002	3.2786248	-2.2786248	0.10626887	0.15791646	59.107601	159.93465	17.639858	15.681574	10.324173	0	8.6190128	77.946503	73.529427	0	0	17.591211	0.13689101	7.7675405	0.90086782	0.39478046	0.05687457	0.099132203	0.60521954	0.042257633	403.8396	176.97157	25.495644	44.438828	271.30685	18.943186	0.47368422	0.89999998	6.3379998	-5.3390002	0.079362571	0.17962165	0.73354596	0.40972555	0.030309305	0.26645401	0.59027445	0.23614472	328.83286	183.67113	13.587008	119.44559	264.6073	105.85858	10	0	5	0.079362571	0.17962165	1	3.8975699	28.509541	36.695374	13.102986	55.318733	6.37115	18.868406	0	216.00648	37.736813	40.542213	12.94592	3.1243138	59.029961	9.1210184	15.596547	24.198118	286.763	55.318733	0	54.52	0.35823497	6.2094536	3.9566472	9.7662725	448.27844	627.98175	5.6825762	0	0	5.6825762	372.22919	15.681574	24.932074	445.56198	3709	49	176
